location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20210312T1000,7.5305285,61.0,27.153164,263.91147
20210312T1100,8.310529,57.0,27.419146,266.23596
20210312T1200,8.860529,55.0,27.729347,268.51215
20210312T1300,9.920529,50.0,29.539747,267.90475
20210312T1400,9.830529,48.0,26.758923,264.59622
20210312T1500,10.780529,46.0,27.343414,260.90973
20210312T1600,10.080529,46.0,27.534704,258.69006
20210312T1700,9.920529,48.0,27.684914,257.22876
20210312T1800,9.280529,50.0,25.277023,252.59729
20210312T1900,8.730529,52.0,24.640942,244.93253
20210312T2000,8.360529,54.0,27.41678,240.0685
20210312T2100,7.7405286,62.0,28.017622,242.44719
20210312T2200,7.3005285,66.0,28.357855,241.15735
20210312T2300,7.3005285,67.0,30.267845,243.13019
20210313T0000,7.0605288,66.0,30.589407,243.43495
20210313T0100,7.0305285,65.0,32.427986,247.1355
20210313T0200,6.790529,66.0,31.956968,247.47943
20210313T0300,6.1805286,70.0,32.28981,247.7241
20210313T0400,6.0505285,69.0,29.62518,244.05771
20210313T0500,6.1805286,66.0,28.533264,240.52411
20210313T0600,5.8605285,66.0,28.056913,236.51382
20210313T0700,5.9605284,66.0,26.932714,232.05785
20210313T0800,7.1505284,63.0,30.472675,231.23448
20210313T0900,8.500529,59.0,35.261627,229.96974
20210313T1000,9.720529,55.0,38.45939,234.52467
20210313T1100,9.710529,54.0,40.23795,236.30994
20210313T1200,9.890529,55.0,42.645947,234.96835
20210313T1300,11.630529,51.0,42.645947,234.96835
20210313T1400,11.710529,51.0,43.542145,237.49248
20210313T1500,11.360529,53.0,46.30725,239.64738
20210313T1600,11.150529,55.0,47.194336,245.19434
20210313T1700,9.920529,63.0,43.78701,248.28607
20210313T1800,8.430529,74.0,32.10667,252.37772
20210313T1900,8.040529,72.0,29.888672,260.99152
20210313T2000,7.7405286,74.0,29.519999,257.31964
20210313T2100,7.5605288,72.0,34.619946,253.07248
20210313T2200,6.6805286,73.0,37.003025,252.44647
20210313T2300,6.2005286,76.0,34.152596,251.56506
20210314T0000,5.9105287,78.0,31.869658,256.2777
20210314T0100,5.7205286,75.0,35.230373,258.8049
20210314T0200,5.290529,77.0,32.32992,262.32104
20210314T0300,3.8805285,80.0,31.353085,272.63245
20210314T0400,3.1805286,82.0,31.129074,275.9743
20210314T0500,2.5205286,83.0,24.122683,270.8551
20210314T0600,2.4605286,84.0,20.532627,267.99045
20210314T0700,2.1605287,85.0,32.058193,271.9306
20210314T0800,2.4205287,82.0,30.96837,271.3322
20210314T0900,3.4205287,75.0,30.239998,270.0
20210314T1000,3.4705286,80.0,29.070974,262.17093
20210314T1100,4.6305285,72.0,32.399998,270.0
20210314T1200,6.5005283,64.0,32.09052,273.21548
20210314T1300,6.2305284,72.0,40.68637,268.98602
20210314T1400,5.9905286,72.0,37.1969,284.57422
20210314T1500,6.1805286,70.0,35.406506,288.9876
20210314T1600,6.3005285,69.0,34.726475,289.37415
20210314T1700,6.2705283,68.0,32.35997,290.85446
20210314T1800,6.1505284,70.0,31.154043,292.41614
20210314T1900,5.1205287,75.0,26.282463,293.4047
20210314T2000,5.0705285,78.0,22.930048,292.1355
20210314T2100,5.0905285,78.0,20.49156,288.43494
20210314T2200,4.6005287,81.0,19.9954,283.53586
20210314T2300,4.4105287,82.0,18.228943,279.09027
20210315T0000,4.3405285,83.0,19.201874,276.4588
20210315T0100,4.3205285,83.0,19.829433,273.12213
20210315T0200,4.2705283,83.0,21.599998,270.0
20210315T0300,4.1905284,83.0,23.4,270.0
20210315T0400,4.0305285,84.0,25.922499,269.20428
20210315T0500,3.4005284,85.0,27.086262,265.4261
20210315T0600,3.7305286,85.0,23.936617,257.84506
20210315T0700,3.7805285,83.0,29.09103,257.8557
20210315T0800,3.9205287,77.0,37.909554,251.73712
20210315T0900,4.6905284,77.0,45.40141,259.49197
20210315T1000,5.5705285,73.0,47.42855,263.89996
20210315T1100,6.3505287,71.0,47.656166,265.6677
20210315T1200,6.7605286,71.0,46.46232,268.22397
20210315T1300,8.010529,74.0,28.460497,288.43497
20210315T1400,7.9905286,70.0,26.368616,308.90414
20210315T1500,8.510529,63.0,21.178896,328.2011
20210315T1600,8.510529,60.0,20.523157,338.38525
20210315T1700,8.440529,59.0,20.447239,333.8861
20210315T1800,7.7005286,62.0,19.161337,334.39783
20210315T1900,6.7105284,69.0,16.311613,337.96378
20210315T2000,5.7205286,74.0,14.773164,316.97495
20210315T2100,5.3905287,78.0,15.379206,302.57407
20210315T2200,5.2505283,78.0,14.4,306.8699
20210315T2300,3.9705286,81.0,12.594856,300.96375
20210316T0000,2.9205287,85.0,11.966954,285.70865
20210316T0100,2.2205286,86.0,11.5199995,270.0
20210316T0200,1.7405287,86.0,14.044615,268.5312
20210316T0300,1.7405287,87.0,14.05845,272.93567
20210316T0400,0.84052867,91.0,15.876775,273.9005
20210316T0500,-0.09947134,91.0,18.374111,267.75427
20210316T0600,-0.04947134,89.0,20.519999,270.0
20210316T0700,0.10052866,88.0,21.24305,269.029
20210316T0800,1.3305286,81.0,23.469128,274.3987
20210316T0900,2.5405285,73.0,22.608458,279.16235
20210316T1000,3.4705286,68.0,22.42427,275.52753
20210316T1100,3.7705286,66.0,24.522316,273.36646
20210316T1200,4.9005284,59.0,24.967499,275.7928
20210316T1300,6.2005286,59.0,17.309973,286.92752
20210316T1400,6.7705283,56.0,16.418526,285.25513
20210316T1500,7.0505285,54.0,17.377226,283.17255
20210316T1600,7.0605288,56.0,19.35314,279.63754
20210316T1700,7.5505285,57.0,19.201874,276.4588
20210316T1800,6.7605286,67.0,17.283749,271.19348
20210316T1900,5.8605285,81.0,15.509274,291.8014
20210316T2000,5.2605286,76.0,20.46941,293.86017
20210316T2100,4.6305285,80.0,13.084402,277.90717
20210316T2200,4.1205287,85.0,13.397612,263.82983
20210316T2300,3.3805285,87.0,12.324414,263.29016
20210317T0000,3.3305285,88.0,8.311245,265.03027
20210317T0100,3.4505286,89.0,5.815978,291.8014
20210317T0200,3.3405285,91.0,4.829907,333.43497
20210317T0300,3.0205286,93.0,5.4119864,3.8140564
20210317T0400,2.7905285,93.0,6.8399997,360.0
20210317T0500,2.7405286,93.0,9.227524,339.44397
20210317T0600,2.4505286,93.0,12.9249525,347.125
20210317T0700,2.2605286,93.0,14.869351,353.04706
20210317T0800,2.8205285,92.0,16.343367,352.40536
20210317T0900,4.040529,86.0,21.288757,3.8785095
20210317T1000,3.9005284,82.0,22.392462,4.6106415
20210317T1100,5.5105286,70.0,25.683926,5.6306763
20210317T1200,5.5805287,64.0,25.223133,2.4540253
20210317T1300,6.0705285,69.0,17.902534,344.84595
20210317T1400,6.0005283,69.0,16.78156,337.28558
20210317T1500,6.2605286,65.0,18.58451,338.40472
20210317T1600,6.6605287,62.0,19.917469,353.77417
20210317T1700,6.0505285,63.0,19.245697,352.4762
20210317T1800,5.9105287,60.0,16.87398,348.9298
20210317T1900,5.2205286,64.0,19.493261,4.236374
20210317T2000,3.6205285,75.0,19.083395,1.0809326
20210317T2100,2.1805286,80.0,18.391735,356.63354
20210317T2200,2.0405285,77.0,12.758432,16.389526
20210317T2300,1.7005286,80.0,11.013882,348.69006
20210318T0000,1.4205287,86.0,8.534353,332.35403
20210318T0100,0.93052864,90.0,6.3690495,312.7094
20210318T0200,0.85052866,90.0,3.5455887,293.9625
20210318T0300,0.97052866,90.0,2.6208394,285.9454
20210318T0400,0.73052865,90.0,3.096837,324.46234
20210318T0500,0.5205287,89.0,3.6,360.0
20210318T0600,-0.08947134,87.0,3.319036,40.601288
20210318T0700,-0.14947134,82.0,3.319036,77.47118
20210318T0800,0.65052867,75.0,1.2979984,33.690063
20210318T0900,1.9505286,67.0,2.1897945,350.5377
20210318T1000,3.5305285,61.0,2.5455842,8.130096
20210318T1100,4.540529,57.0,5.5887027,14.931412
20210318T1200,5.4905286,53.0,8.759178,9.462311
20210318T1300,5.7105284,56.0,10.594036,9.782394
20210318T1400,6.3205285,52.0,11.841756,19.536652
20210318T1500,6.1905284,47.0,12.181624,34.159683
20210318T1600,6.290529,46.0,12.682018,34.59227
20210318T1700,6.1405287,46.0,12.096214,36.528854
20210318T1800,5.7305284,47.0,10.97262,41.009094
20210318T1900,5.2605286,50.0,8.587338,33.023865
20210318T2000,4.1305285,60.0,7.491114,54.782394
20210318T2100,2.8005285,69.0,9.114471,99.09027
20210318T2200,2.1405284,75.0,7.628263,109.29004
20210318T2300,1.8605287,76.0,5.4833565,113.19859
20210319T0000,1.6205287,78.0,4.510787,118.61046
20210319T0100,1.3305286,79.0,4.1046314,105.25512
20210319T0200,0.91052866,81.0,3.8773184,111.80141
20210319T0300,0.48052865,79.0,5.4833565,113.19859
20210319T0400,-0.09947134,75.0,7.289444,110.22486
20210319T0500,-0.42947134,72.0,7.968939,108.434944
20210319T0600,-0.65947133,72.0,7.754637,111.80141
20210319T0700,-0.82947135,73.0,8.473393,102.26477
20210319T0800,0.81052864,67.0,7.5599995,89.99999
20210319T0900,2.5705285,53.0,7.0911775,66.037506
20210319T1000,3.8205285,55.0,6.489992,3.1798248
20210319T1100,4.6705284,59.0,9.885262,10.49147
20210319T1200,5.3505287,54.0,16.327497,14.03624
20210319T1300,6.2605286,52.0,14.113653,5.856003
20210319T1400,6.1805286,54.0,20.898611,10.922791
20210319T1500,5.7405286,59.0,20.780453,14.03624
20210319T1600,5.1505284,65.0,22.35481,14.931412
20210319T1700,5.8105288,59.0,21.461555,22.693771
20210319T1800,5.6505284,56.0,20.12461,42.82524
20210319T1900,4.0705285,64.0,15.580141,40.314102
20210319T2000,3.8305285,65.0,15.530151,44.06079
20210319T2100,3.6905286,62.0,14.336861,51.115494
20210319T2200,3.1205285,63.0,12.7279215,44.999985
20210319T2300,2.4105287,63.0,11.019764,38.367477
20210320T0000,1.8105286,61.0,9.422101,46.54814
20210320T0100,0.33052868,66.0,5.991594,32.735214
20210320T0200,-1.1094713,80.0,3.396233,327.99463
20210320T0300,-1.9694713,88.0,6.696387,306.25385
20210320T0400,-2.5194714,91.0,8.854829,296.56506
20210320T0500,-2.5794713,92.0,10.009036,307.69424
20210320T0600,-2.1194715,91.0,12.10157,329.62088
20210320T0700,-1.1694714,85.0,13.18308,34.99202
20210320T0800,-0.07947134,58.0,19.878391,54.58294
20210320T0900,0.92052865,52.0,15.277749,55.560997
20210320T1000,0.8905287,46.0,20.620806,73.77981
20210320T1100,2.2605286,39.0,23.241617,73.8108
20210320T1200,2.7905285,38.0,24.627787,74.74488
20210320T1300,4.540529,41.0,18.440998,51.34018
20210320T1400,5.1805286,36.0,20.111729,45.72522
20210320T1500,5.4905286,34.0,20.87379,44.999985
20210320T1600,5.5205283,32.0,20.88,43.602814
20210320T1700,5.2805285,31.0,19.85556,44.999985
20210320T1800,4.6805286,33.0,17.057314,44.144897
20210320T1900,3.4105287,41.0,14.57889,32.905228
20210320T2000,1.7905287,51.0,11.4862,32.195724
20210320T2100,0.47052866,61.0,7.8625183,74.054596
20210320T2200,-0.20947134,66.0,7.729527,117.75854
20210320T2300,-0.32947135,65.0,6.9527545,111.2505
20210321T0000,-0.4994713,64.0,7.289444,110.22486
20210321T0100,-0.50947136,59.0,7.729527,117.75854
20210321T0200,-0.7394713,58.0,7.5942082,121.429565
20210321T0300,-1.1394713,61.0,5.991594,122.73523
20210321T0400,-1.2894714,63.0,5.8048253,119.74488
20210321T0500,-1.1094713,61.0,6.193674,125.537674
20210321T0600,-0.75947136,60.0,5.154415,114.77514
20210321T0700,-0.84947133,62.0,4.896529,107.10272
20210321T0800,0.43052867,53.0,3.319036,139.3987
20210321T0900,2.1805286,50.0,0.71999997,180.0
20210321T1000,3.5805285,41.0,2.2768397,288.43497
20210321T1100,4.8505287,36.0,5.6002855,315.0
20210321T1200,6.2605286,39.0,10.296251,323.53076
20210321T1300,7.3905287,43.0,14.48972,333.43497
20210321T1400,8.030529,46.0,14.658676,335.32312
20210321T1500,8.200529,52.0,13.905509,338.7495
20210321T1600,8.350529,56.0,14.145756,345.25644
20210321T1700,8.420529,58.0,10.365251,339.67688
20210321T1800,8.070529,61.0,8.534353,332.35403
20210321T1900,7.7405286,65.0,6.8777895,312.8789
20210321T2000,6.7705283,70.0,7.2359104,275.7106
20210321T2100,6.3305287,74.0,11.298495,329.34933
20210321T2200,4.790529,75.0,17.208603,15.780746
20210321T2300,3.7105286,77.0,8.891343,31.759476
20210322T0000,2.7805285,80.0,3.0758414,20.556046
20210322T0100,2.2605286,83.0,1.484318,345.96375
20210322T0200,1.6805286,86.0,4.802999,12.994629
20210322T0300,0.7105287,90.0,3.7585104,16.69925
20210322T0400,0.55052865,92.0,4.3349743,318.36646
20210322T0500,-0.28947133,95.0,6.696387,306.25385
20210322T0600,-0.63947135,93.0,5.495161,301.6075
20210322T0700,-0.69947135,94.0,3.8773184,291.8014
20210322T0800,0.8305287,88.0,4.3498964,335.55603
20210322T0900,2.6405284,80.0,7.628263,340.70996
20210322T1000,4.2805285,74.0,12.72283,334.8852
20210322T1100,5.6505284,68.0,16.311613,337.96378
20210322T1200,6.8105288,63.0,18.792551,343.30075
20210322T1300,6.2105284,59.0,13.339445,3.09404
20210322T1400,7.3205285,56.0,14.404499,1.4320831
20210322T1500,7.3605285,56.0,15.226764,6.7889557
20210322T1600,7.8305287,55.0,16.394829,8.841812
20210322T1700,7.5205283,56.0,16.09969,10.30484
20210322T1800,6.790529,61.0,13.556282,10.713104
20210322T1900,5.790529,67.0,9.255571,13.495728
20210322T2000,4.7005286,73.0,7.491114,35.217575
20210322T2100,3.8205285,77.0,6.5693827,80.537674
20210322T2200,3.1505284,80.0,6.763786,115.20112
20210322T2300,2.8405285,81.0,7.289445,122.90524
20210323T0000,1.7905287,84.0,8.825508,101.76829
20210323T0100,0.46052867,88.0,8.699793,114.44395
20210323T0200,0.27052864,88.0,8.854829,116.56505
20210323T0300,-0.23947135,84.0,8.217153,118.81079
20210323T0400,-0.57947135,84.0,6.6087217,119.35774
20210323T0500,-0.42947134,82.0,5.6233797,129.80557
20210323T0600,-0.27947134,82.0,5.6233797,129.80557
20210323T0700,0.22052866,81.0,5.6233797,129.80557
20210323T0800,2.1405284,76.0,6.638072,102.52881
20210323T0900,4.0805287,72.0,6.489992,93.179825
20210323T1000,6.3205285,66.0,5.634891,63.43495
20210323T1100,7.8405285,58.0,5.1919937,33.690063
20210323T1200,9.110529,54.0,5.634891,26.565033
20210323T1300,9.760529,52.0,6.12,360.0
20210323T1400,10.750529,51.0,7.2805495,351.46924
20210323T1500,11.440529,50.0,8.905908,345.96375
20210323T1600,11.380529,52.0,10.931203,342.75854
20210323T1700,11.070529,53.0,12.522619,341.56506
20210323T1800,10.840529,53.0,11.841756,340.46335
20210323T1900,9.970529,57.0,9.793059,323.97263
20210323T2000,9.0505295,61.0,7.386582,313.0251
20210323T2100,8.350529,64.0,6.193674,305.5377
20210323T2200,7.8505287,65.0,3.8773184,291.8014
20210323T2300,7.0005283,68.0,2.3051248,231.3402
20210324T0000,6.5605288,69.0,2.8116899,219.80557
20210324T0100,5.9805284,71.0,2.6208394,195.9454
20210324T0200,5.3805285,73.0,4.198285,149.03624
20210324T0300,4.8805285,76.0,5.6002855,135.0
20210324T0400,4.3705287,78.0,6.6087217,119.35774
20210324T0500,3.4605286,82.0,6.9247384,117.89726
20210324T0600,2.7105286,86.0,7.10031,120.465546
20210324T0700,2.5005286,86.0,7.24486,116.56505
20210324T0800,3.6905286,79.0,8.225035,113.19859
20210324T0900,7.2805285,56.0,11.298495,112.47943
20210324T1000,10.150529,46.0,11.620809,106.1892
20210324T1100,12.060529,42.0,10.739833,103.570435
20210324T1200,13.480529,39.0,10.105681,94.08562
20210324T1300,14.740529,37.0,8.64,89.99999
20210324T1400,15.630529,36.0,6.2145634,79.99202
20210324T1500,16.100529,36.0,5.3517847,70.346176
20210324T1600,16.410528,35.0,5.2416787,74.054596
20210324T1700,16.39053,35.0,5.3517847,70.346176
20210324T1800,15.770529,38.0,5.2416787,74.054596
20210324T1900,14.910529,41.0,6.5693827,99.46232
20210324T2000,12.360529,49.0,8.654987,135.0
20210324T2100,9.530529,52.0,8.714677,141.70984
20210324T2200,9.040529,50.0,7.127636,135.0
20210324T2300,8.680529,50.0,4.8965297,143.97263
20210325T0000,8.740529,46.0,4.5536795,161.56505
20210325T0100,8.380529,42.0,6.12,180.0
20210325T0200,7.8505287,43.0,5.506941,168.69006
20210325T0300,7.3005285,46.0,5.6233797,140.19443
20210325T0400,7.1105285,50.0,6.3690495,137.2906
20210325T0500,6.9505286,57.0,6.638072,139.3987
20210325T0600,6.6305285,62.0,5.904439,142.4314
20210325T0700,6.3605285,65.0,5.315336,151.69923
20210325T0800,6.8905287,68.0,4.3498964,114.44395
20210325T0900,9.450529,64.0,1.2979984,303.69006
20210325T1000,12.650529,53.0,7.2359104,275.7106
20210325T1100,14.780529,47.0,11.367109,280.95407
20210325T1200,15.560529,43.0,17.227419,280.8403
20210325T1300,15.040529,51.0,18.64369,280.008
20210325T1400,15.630529,47.0,18.64369,280.008
20210325T1500,15.540529,48.0,18.129137,276.84277
20210325T1600,15.380529,48.0,18.888851,277.6668
20210325T1700,14.720529,48.0,17.935081,280.4077
20210325T1800,13.880529,52.0,12.7279215,278.1301
20210325T1900,12.8005295,57.0,10.308831,282.09476
20210325T2000,12.100529,61.0,8.089993,290.85446
20210325T2100,11.340529,65.0,7.628263,289.29004
20210325T2200,10.520529,69.0,6.151683,290.55603
20210325T2300,9.570529,72.0,4.68,270.0
20210326T0000,9.380529,73.0,4.39436,214.99202
20210326T0100,8.960529,74.0,5.2416787,195.9454
20210326T0200,8.080529,77.0,6.4799995,180.0
20210326T0300,7.7205286,78.0,4.896529,162.89728
20210326T0400,7.9405284,77.0,3.563818,135.0
20210326T0500,7.6505284,79.0,4.6938257,122.47119
20210326T0600,7.5005283,81.0,6.6087217,119.35774
20210326T0700,7.1605287,84.0,7.491114,125.21759
20210326T0800,8.400529,77.0,8.854829,116.56505
20210326T0900,10.380529,68.0,9.659814,116.56505
20210326T1000,12.370529,59.0,6.792466,122.00538
20210326T1100,13.810529,55.0,2.8116899,129.80557
20210326T1200,15.070529,51.0,1.0182338,135.0
20210326T1300,15.490529,51.0,1.609969,26.565033
20210326T1400,16.56053,49.0,2.8116899,39.805573
20210326T1500,16.840528,50.0,5.154415,335.22485
20210326T1600,16.910528,49.0,9.885262,303.11136
20210326T1700,17.07053,47.0,7.208994,272.8624
20210326T1800,17.020529,48.0,2.968636,255.96376
20210326T1900,16.48053,45.0,3.8939953,213.69006
20210326T2000,15.340529,52.0,6.0347,162.64597
20210326T2100,13.530529,59.0,9.346143,195.64224
20210326T2200,12.710529,66.0,1.4399999,180.0
20210326T2300,11.940529,76.0,11.27553,163.30075
20210327T0000,12.280529,74.0,18.089775,227.41951
20210327T0100,11.230529,87.0,24.216522,258.85712
20210327T0200,10.380529,82.0,25.56,270.0
20210327T0300,9.420529,77.0,25.264202,265.91437
20210327T0400,8.540529,82.0,25.570139,271.61353
20210327T0500,5.6705284,77.0,27.691935,285.84308
20210327T0600,5.4105287,79.0,22.782625,275.44034
20210327T0700,5.1205287,76.0,20.780453,284.03625
20210327T0800,5.8305287,75.0,19.469976,273.17984
20210327T0900,6.3305287,67.0,26.700743,273.86548
20210327T1000,6.9405284,58.0,25.959969,273.17984
20210327T1100,7.9905286,52.0,25.223133,272.45404
20210327T1200,9.080529,44.0,24.84,270.0
20210327T1300,10.790529,41.0,27.44513,274.51398
20210327T1400,11.220529,41.0,27.402597,279.83356
20210327T1500,11.400529,39.0,25.984917,280.37585
20210327T1600,11.440529,40.0,23.893261,276.0542
20210327T1700,11.270529,41.0,20.883104,270.98776
20210327T1800,10.710529,43.0,17.28,270.0
20210327T1900,9.410529,47.0,12.287555,264.95755
20210327T2000,8.310529,51.0,10.144082,242.52557
20210327T2100,7.3405285,54.0,8.78872,235.00798
20210327T2200,6.2605286,59.0,8.587338,213.02386
20210327T2300,5.0305285,64.0,9.107359,198.43495
20210328T0000,4.5005283,65.0,8.669949,184.76364
20210328T0100,4.3705287,64.0,8.647496,177.61406
20210328T0200,4.0505285,64.0,7.9526596,174.80557
20210328T0300,4.6005287,60.0,4.510787,151.38954
20210328T0400,4.1305285,61.0,4.829907,116.56505
20210328T0500,3.5805285,64.0,5.3517847,109.653824
20210328T0600,3.1405284,66.0,6.28713,113.62937
20210328T0700,3.2905285,67.0,6.193674,125.537674
20210328T0800,5.0705285,65.0,6.696387,126.25384
20210328T0900,8.0505295,57.0,7.9932966,125.83765
20210328T1000,10.610529,50.0,6.9247384,117.89726
20210328T1100,12.060529,44.0,5.5887027,104.93142
20210328T1200,13.120529,41.0,2.6208394,74.054596
20210328T1300,13.760529,41.0,1.9386592,291.8014
20210328T1400,14.630529,39.0,3.6179552,275.7106
20210328T1500,15.360529,39.0,3.4152596,288.43497
20210328T1600,15.8005295,39.0,4.3498964,294.44397
20210328T1700,15.860529,40.0,6.6185193,292.38013
20210328T1800,15.280529,42.0,7.5685663,295.3462
20210328T1900,14.130529,45.0,7.2,306.8699
20210328T2000,12.880529,49.0,3.671294,281.30994
20210328T2100,12.150529,52.0,5.5887027,194.93143
20210328T2200,11.540529,56.0,6.8399997,180.0
20210328T2300,10.640529,60.0,6.9899354,168.11134
20210329T0000,9.830529,63.0,5.634891,153.43495
20210329T0100,9.320529,65.0,5.6233797,129.80557
20210329T0200,8.880529,65.0,5.95906,115.01689
20210329T0300,8.530529,64.0,4.829907,116.56505
20210329T0400,7.7805285,65.0,4.510787,118.61046
20210329T0500,7.1805286,65.0,4.6938257,122.47119
20210329T0600,6.6605287,63.0,5.495161,121.6075
20210329T0700,6.1805286,63.0,6.6185193,112.380135
20210329T0800,6.9305286,64.0,5.6920996,108.434944
20210329T0900,9.880529,62.0,5.0142193,111.03751
20210329T1000,12.510529,55.0,2.9024127,97.125015
20210329T1100,14.960529,44.0,1.08,360.0
20210329T1200,16.740528,35.0,2.0991426,329.03625
20210329T1300,17.990528,33.0,1.4399999,360.0
20210329T1400,19.080528,30.0,1.8,360.0
20210329T1500,19.72053,28.0,2.5455842,351.8699
20210329T1600,20.04053,27.0,2.8799999,360.0
20210329T1700,19.930529,27.0,2.2768397,341.56506
20210329T1800,19.350529,27.0,2.1897945,350.5377
20210329T1900,18.670528,28.0,2.8799999,360.0
20210329T2000,17.910528,31.0,2.8116899,50.194427
20210329T2100,16.90053,34.0,3.8268526,131.18591
20210329T2200,15.430529,37.0,5.991594,147.26477
20210329T2300,13.880529,40.0,5.692099,145.30484
20210330T0000,13.070529,43.0,4.6938257,147.52881
20210330T0100,12.310529,46.0,5.0911684,135.0
20210330T0200,11.650529,49.0,5.1919937,146.30994
20210330T0300,11.200529,51.0,3.7064266,150.94539
20210330T0400,10.340529,52.0,4.39436,145.00798
20210330T0500,10.110529,51.0,5.8603754,137.48955
20210330T0600,9.780529,53.0,6.989936,124.508514
20210330T0700,9.420529,57.0,7.4128532,119.054596
20210330T0800,9.780529,61.0,6.9527545,111.2505
20210330T0900,12.410529,62.0,10.703569,109.653824
20210330T1000,15.900529,48.0,10.931203,107.241455
20210330T1100,18.030529,41.0,9.47012,98.74616
20210330T1200,19.740528,37.0,9.0,89.99999
20210330T1300,20.62053,35.0,12.57426,103.24051
20210330T1400,21.590528,32.0,12.287555,95.04245
20210330T1500,22.180529,29.0,11.525623,91.7899
20210330T1600,22.38053,28.0,10.08,89.99999
20210330T1700,22.100529,31.0,9.0,89.99999
20210330T1800,21.160528,38.0,5.7599998,89.99999
20210330T1900,20.23053,41.0,3.319036,49.398697
20210330T2000,19.21053,47.0,1.835647,78.69006
20210330T2100,17.56053,51.0,3.7585104,163.30075
20210330T2200,16.32053,47.0,6.151683,159.44395
20210330T2300,15.120529,47.0,5.8048253,150.25511
20210331T0000,14.120529,49.0,5.1919937,146.30994
20210331T0100,13.570529,51.0,5.315336,151.69923
20210331T0200,13.090529,55.0,5.495161,148.3925
20210331T0300,12.580529,57.0,5.3517847,137.72632
20210331T0400,12.070529,57.0,5.3999996,126.869896
20210331T0500,11.030529,59.0,3.8939953,146.30994
20210331T0600,10.730529,59.0,4.1046314,164.74487
20210331T0700,11.330529,56.0,5.815978,158.1986
20210331T0800,12.460529,59.0,4.5820518,135.0
20210331T0900,14.130529,56.0,4.39436,124.99202
20210331T1000,16.490528,53.0,1.0182338,135.0
20210331T1100,18.740528,48.0,0.0,180.0
20210331T1200,20.490528,43.0,1.609969,26.565033
20210331T1300,21.71053,41.0,2.8116899,320.19443
20210331T1400,22.95053,38.0,3.8939953,326.30994
20210331T1500,23.520529,36.0,3.6,323.13013
20210331T1600,23.73053,35.0,3.6,323.13013
20210331T1700,23.610529,35.0,3.096837,305.5377
20210331T1800,23.020529,36.0,1.8,323.13013
20210331T1900,22.240528,38.0,2.0364676,315.0
20210331T2000,21.080528,42.0,1.835647,281.30994
20210331T2100,19.71053,47.0,3.6179552,185.71059
20210331T2200,18.750528,49.0,5.3999996,180.0
20210331T2300,17.73053,52.0,6.130579,176.63354
20210401T0000,16.54053,56.0,6.2145634,169.99202
20210401T0100,15.780529,58.0,5.5887027,165.06857
20210401T0200,15.390529,58.0,4.2136917,160.01689
20210401T0300,14.830529,59.0,3.396233,147.99461
20210401T0400,14.260529,59.0,3.319036,130.60129
20210401T0500,13.970529,60.0,3.319036,167.47119
20210401T0600,14.340529,57.0,6.638072,167.47119
20210401T0700,13.790529,58.0,6.4799995,180.0
20210401T0800,14.810529,61.0,3.671294,168.69006
20210401T0900,16.500528,55.0,1.4399999,270.0
20210401T1000,18.95053,41.0,6.6185193,292.38013
20210401T1100,21.000528,33.0,8.891344,291.37064
20210401T1200,22.240528,31.0,7.10031,300.46555
20210401T1300,23.04053,38.0,9.178235,311.8202
20210401T1400,23.610529,34.0,9.793059,306.02737
20210401T1500,23.80053,33.0,11.119281,299.0546
20210401T1600,23.750528,33.0,12.10157,292.75098
20210401T1700,23.350529,33.0,11.726277,287.8787
20210401T1800,22.38053,34.0,8.473393,282.26477
20210401T1900,21.270529,37.0,6.8399997,270.0
20210401T2000,19.90053,41.0,4.829907,243.43495
20210401T2100,18.39053,44.0,4.3349743,221.63354
20210401T2200,16.830528,49.0,3.319036,192.52881
20210401T2300,15.930529,53.0,4.68,180.0
20210402T0000,15.410529,58.0,4.0249224,259.69516
20210402T0100,12.900529,74.0,5.6920996,288.43497
20210402T0200,10.5505295,85.0,8.4042845,279.8658
20210402T0300,9.970529,84.0,8.373386,295.46335
20210402T0400,8.850529,88.0,8.78872,304.99203
20210402T0500,8.770529,87.0,10.009036,307.69424
20210402T0600,7.3205285,89.0,11.113451,294.90475
20210402T0700,6.9005284,84.0,11.609651,299.74487
20210402T0800,7.540529,75.0,11.304229,307.23483
20210402T0900,8.770529,68.0,9.931042,316.4688
20210402T1000,10.560529,61.0,13.70839,330.06848
20210402T1100,12.440529,58.0,17.551615,334.48615
20210402T1200,13.910529,57.0,21.129885,336.9296
20210402T1300,15.290529,57.0,22.427162,341.27423
20210402T1400,15.790529,55.0,25.153671,350.9421
20210402T1500,15.910529,50.0,26.400545,354.52264
20210402T1600,15.470529,44.0,26.727423,355.36456
20210402T1700,14.810529,43.0,24.905132,355.85538
20210402T1800,13.450529,43.0,24.162945,356.5834
