location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20210610T1200,23.410528,55.0,7.2359104,5.7105865
20210610T1300,24.63053,54.0,8.759178,9.462311
20210610T1400,25.020529,52.0,8.707238,7.125
20210610T1500,25.29053,51.0,10.495713,5.906128
20210610T1600,24.500528,52.0,11.570515,5.3558044
20210610T1700,23.97053,54.0,10.799999,360.0
20210610T1800,23.96053,55.0,9.779817,353.65985
20210610T1900,23.260529,57.0,8.473393,347.73523
20210610T2000,22.190529,62.0,7.754637,338.1986
20210610T2100,21.020529,68.0,6.489992,326.30994
20210610T2200,19.97053,73.0,2.9024127,330.25513
20210610T2300,18.88053,78.0,0.0,180.0
20210611T0000,17.990528,81.0,1.4399999,270.0
20210611T0100,17.20053,83.0,0.35999998,360.0
20210611T0200,16.37053,86.0,1.4399999,89.99999
20210611T0300,15.960529,86.0,2.7416782,113.19859
20210611T0400,15.520529,87.0,4.072935,135.0
20210611T0500,15.460529,88.0,4.0249224,153.43495
20210611T0600,15.990529,87.0,1.9386592,158.1986
20210611T0700,17.73053,78.0,3.396233,122.00538
20210611T0800,19.81053,69.0,3.2599385,96.34019
20210611T0900,21.690529,61.0,2.4149535,63.43495
20210611T1000,22.740528,57.0,2.8116899,50.194427
20210611T1100,23.410528,55.0,3.8939953,33.690063
20210611T1200,24.010529,53.0,5.3517847,47.726303
20210611T1300,25.65053,46.0,5.6920996,18.434952
20210611T1400,26.06053,45.0,8.28,360.0
20210611T1500,26.31053,43.0,9.0645685,6.8427734
20210611T1600,26.440529,42.0,9.0,16.260193
20210611T1700,26.420528,42.0,7.42159,22.833649
20210611T1800,26.170528,42.0,6.12,28.07248
20210611T1900,25.55053,44.0,4.802999,12.994629
20210611T2000,24.54053,49.0,4.3349743,355.23636
20210611T2100,23.31053,57.0,4.2136917,340.0169
20210611T2200,21.610529,64.0,2.1897945,279.46234
20210611T2300,20.80053,65.0,3.8268526,228.81409
20210612T0000,20.21053,66.0,3.319036,220.6013
20210612T0100,19.000528,71.0,0.8049845,206.56505
20210612T0200,18.250528,74.0,1.08,180.0
20210612T0300,17.910528,73.0,1.8,180.0
20210612T0400,17.71053,73.0,2.8799999,180.0
20210612T0500,17.670528,72.0,3.671294,191.30994
20210612T0600,18.13053,72.0,2.1897945,189.46233
20210612T0700,19.31053,70.0,0.8049845,296.56506
20210612T0800,20.96053,66.0,2.5959969,326.30994
20210612T0900,22.97053,60.0,5.1165614,309.2894
20210612T1000,24.38053,54.0,8.669949,311.63354
20210612T1100,25.20053,50.0,9.957108,310.60132
20210612T1200,25.940529,48.0,10.948973,297.40756
20210612T1300,27.170528,44.0,14.707222,291.541
20210612T1400,27.32053,43.0,17.902534,285.15405
20210612T1500,27.510529,41.0,18.345877,285.9454
20210612T1600,27.500528,41.0,19.64228,296.09543
20210612T1700,27.15053,42.0,19.174856,309.66785
20210612T1800,26.56053,43.0,15.021105,315.971
20210612T1900,25.88053,46.0,12.88981,305.90973
20210612T2000,24.510529,53.0,11.384198,304.69516
20210612T2100,22.680529,62.0,8.404285,316.73572
20210612T2200,21.840528,66.0,7.5685663,334.65384
20210612T2300,20.23053,71.0,7.968939,341.56506
20210613T0000,18.96053,76.0,5.1544156,347.90524
20210613T0100,17.930529,80.0,5.0911684,315.0
20210613T0200,16.910528,84.0,5.8603754,317.48956
20210613T0300,16.590528,83.0,5.6233797,320.19443
20210613T0400,15.530529,86.0,6.3690495,312.7094
20210613T0500,14.730529,87.0,6.9247384,297.89728
20210613T0600,15.170529,84.0,6.696387,306.25385
20210613T0700,16.12053,79.0,5.904439,307.5686
20210613T0800,17.62053,74.0,3.7585104,343.30075
20210613T0900,19.38053,68.0,3.6,360.0
20210613T1000,20.98053,62.0,8.049845,349.69516
20210613T1100,22.240528,53.0,13.138765,350.5377
20210613T1200,23.250528,47.0,16.62249,355.03027
20210613T1300,24.180529,47.0,19.8,360.0
20210613T1400,24.760529,45.0,20.163212,1.0230255
20210613T1500,24.940529,46.0,20.880001,360.0
20210613T1600,24.96053,45.0,21.599998,360.0
20210613T1700,24.57053,45.0,21.602999,0.954834
20210613T1800,24.080528,47.0,18.391735,3.3664398
20210613T1900,23.15053,51.0,14.044615,1.4687958
20210613T2000,21.420528,57.0,8.311245,355.03027
20210613T2100,19.680529,62.0,2.0991426,59.036232
20210613T2200,18.110529,66.0,5.1919937,123.69006
20210613T2300,16.64053,69.0,6.297428,120.963745
20210614T0000,15.270529,71.0,5.6920996,108.434944
20210614T0100,13.930529,73.0,3.563818,135.0
20210614T0200,13.090529,72.0,3.396233,147.99461
20210614T0300,12.240529,75.0,2.5959969,146.30994
20210614T0400,11.480529,77.0,3.7064266,150.94539
20210614T0500,10.820529,77.0,5.00128,149.74356
20210614T0600,12.040529,73.0,1.8,126.869896
20210614T0700,14.230529,67.0,2.9024127,97.125015
20210614T0800,17.29053,61.0,7.2359104,84.289406
20210614T0900,20.590528,51.0,10.464798,86.05482
20210614T1000,22.72053,42.0,10.853866,84.289406
20210614T1100,24.360529,36.0,8.557102,67.75098
20210614T1200,25.420528,36.0,7.5685663,25.34616
20210614T1300,25.57053,50.0,8.311245,355.03027
20210614T1400,26.31053,50.0,8.825508,348.23172
20210614T1500,27.260529,47.0,9.028754,355.4261
20210614T1600,27.780529,46.0,10.538843,352.1467
20210614T1700,27.770529,46.0,9.826088,351.57306
20210614T1800,27.46053,47.0,9.3876505,355.60132
20210614T1900,26.81053,49.0,6.9899354,348.11133
20210614T2000,25.56053,55.0,7.42159,345.96375
20210614T2100,23.760529,64.0,4.896529,342.89728
20210614T2200,21.95053,70.0,1.2979984,303.69006
20210614T2300,20.690529,71.0,0.5091169,225.0
20210615T0000,19.610529,72.0,1.8,233.1301
20210615T0100,18.490528,75.0,1.8,233.1301
20210615T0200,17.62053,79.0,1.4399999,180.0
20210615T0300,17.39053,82.0,3.0758414,159.44395
20210615T0400,17.110529,86.0,4.3349743,138.36646
20210615T0500,16.660528,88.0,4.3349743,138.36646
20210615T0600,17.05053,86.0,4.510787,118.61046
20210615T0700,18.98053,77.0,7.342588,101.30993
20210615T0800,21.45053,64.0,9.0,89.99999
20210615T0900,23.82053,55.0,7.5942082,58.570435
20210615T1000,25.47053,50.0,7.6367526,8.130096
20210615T1100,26.47053,48.0,9.114471,350.90973
20210615T1200,27.37053,45.0,8.905908,345.96375
20210615T1300,28.680529,41.0,10.483357,344.0546
20210615T1400,29.39053,35.0,11.620809,343.8108
20210615T1500,29.680529,33.0,11.384199,341.56506
20210615T1600,29.660528,34.0,11.620809,343.8108
20210615T1700,29.45053,35.0,12.224107,346.37302
20210615T1800,28.97053,36.0,11.090103,346.86597
20210615T1900,28.260529,37.0,8.427383,340.0169
20210615T2000,27.06053,42.0,7.10031,329.53445
20210615T2100,25.770529,48.0,4.1046314,307.875
20210615T2200,24.240528,54.0,3.6,270.0
20210615T2300,22.990528,58.0,4.3349743,228.36647
20210616T0000,22.010529,60.0,3.563818,225.0
20210616T0100,21.20053,62.0,3.319036,220.6013
20210616T0200,20.490528,62.0,3.671294,191.30994
20210616T0300,19.940529,61.0,4.3349743,175.23636
20210616T0400,19.54053,60.0,5.3517847,160.34618
20210616T0500,19.100529,62.0,5.1919937,146.30994
20210616T0600,19.340528,63.0,4.198285,120.96376
20210616T0700,20.770529,64.0,6.763786,115.20112
20210616T0800,23.13053,60.0,8.311245,107.650116
20210616T0900,25.81053,51.0,9.9571085,102.52881
20210616T1000,27.62053,46.0,11.620809,106.1892
20210616T1100,28.760529,40.0,7.8625183,105.9454
20210616T1200,29.56053,37.0,6.28713,103.24051
20210616T1300,30.97053,32.0,3.319036,77.47118
20210616T1400,31.39053,31.0,2.968636,75.96376
20210616T1500,31.590528,31.0,2.6208394,105.9454
20210616T1600,31.500528,32.0,1.8,53.130096
20210616T1700,31.31053,33.0,2.5959969,56.30993
20210616T1800,30.90053,34.0,3.9763298,84.805565
20210616T1900,30.29053,35.0,3.9763298,84.805565
20210616T2000,29.240528,39.0,6.162207,83.29016
20210616T2100,27.180529,54.0,8.759178,99.46232
20210616T2200,24.39053,69.0,10.296251,126.46923
20210616T2300,22.39053,67.0,9.726664,141.009
20210617T0000,21.250528,70.0,7.8954163,136.84761
20210617T0100,21.71053,59.0,6.8777895,137.1211
20210617T0200,21.96053,54.0,7.289445,122.90524
20210617T0300,21.63053,53.0,6.297428,120.963745
20210617T0400,20.62053,55.0,1.609969,206.56505
20210617T0500,20.71053,56.0,4.8433046,131.98721
20210617T0600,21.430529,55.0,5.4833565,113.19859
20210617T0700,22.940529,53.0,6.725354,105.5241
20210617T0800,25.29053,49.0,6.2145634,100.00798
20210617T0900,27.270529,46.0,9.3876505,94.398705
20210617T1000,29.090528,45.0,13.138765,99.46232
20210617T1100,30.600529,41.0,9.178235,115.55997
20210617T1200,31.660528,36.0,5.692099,124.69515
20210617T1300,31.32053,41.0,5.8048253,352.875
20210617T1400,31.670528,39.0,5.6920996,18.434952
20210617T1500,31.95053,39.0,6.12,61.927513
20210617T1600,32.27053,37.0,9.0,89.99999
20210617T1700,32.19053,37.0,12.57426,103.24051
20210617T1800,31.830528,38.0,14.494192,104.381386
20210617T1900,31.14053,40.0,12.783802,99.72758
20210617T2000,29.850529,45.0,10.105681,94.08562
20210617T2100,28.04053,55.0,7.628263,109.29004
20210617T2200,26.12053,67.0,5.1544156,167.90524
20210617T2300,25.21053,66.0,4.5820518,225.0
20210618T0000,23.32053,71.0,6.151683,200.55605
20210618T0100,23.39053,74.0,6.9899354,258.11133
20210618T0200,22.70053,73.0,5.4119864,266.1859
20210618T0300,22.71053,67.0,5.771239,183.57634
20210618T0400,21.490528,70.0,9.0,180.0
20210618T0500,20.670528,72.0,6.4799995,180.0
20210618T0600,21.920528,68.0,2.9024127,119.74488
20210618T0700,23.56053,67.0,3.6,89.99999
20210618T0800,25.590528,58.0,6.130579,93.366455
20210618T0900,27.750528,53.0,9.107359,108.434944
20210618T1000,29.70053,48.0,10.028439,111.03751
20210618T1100,30.930529,42.0,9.9571085,102.52881
20210618T1200,31.940529,39.0,9.9571085,77.47118
20210618T1300,31.690529,39.0,10.823973,93.81408
20210618T1400,32.32053,38.0,7.5685663,92.72631
20210618T1500,32.62053,36.0,0.35999998,270.0
20210618T1600,31.360529,40.0,10.966713,293.1986
20210618T1700,29.740528,46.0,13.5515,286.99084
20210618T1800,29.270529,49.0,16.75064,278.65253
20210618T1900,28.110529,52.0,14.332341,281.59216
20210618T2000,27.12053,56.0,10.495713,275.90616
20210618T2100,25.90053,61.0,5.937272,255.96376
20210618T2200,24.910528,65.0,4.5536795,198.43495
20210618T2300,24.010529,68.0,5.8048253,172.87498
20210619T0000,23.110529,71.0,5.4119864,176.18593
20210619T0100,22.56053,72.0,4.6800003,157.38013
20210619T0200,21.90053,73.0,3.5455887,156.0375
20210619T0300,21.14053,72.0,3.7064266,150.94539
20210619T0400,20.46053,70.0,4.1046314,142.12502
20210619T0500,20.15053,68.0,4.1046314,127.874985
20210619T0600,20.600529,68.0,4.0249224,116.56505
20210619T0700,22.73053,65.0,7.628263,109.29004
20210619T0800,25.190529,60.0,9.9571085,102.52881
20210619T0900,27.360529,54.0,12.015589,98.61565
20210619T1000,28.70053,48.0,14.561099,98.53076
20210619T1100,29.63053,47.0,17.026896,103.44861
20210619T1200,30.39053,44.0,18.59845,104.57421
20210619T1300,31.410528,40.0,11.159999,89.99999
20210619T1400,32.130527,38.0,12.144331,101.97613
20210619T1500,32.450527,37.0,13.009903,104.42077
20210619T1600,32.470528,39.0,14.512064,113.385216
20210619T1700,32.26053,41.0,14.77755,124.077194
20210619T1800,31.98053,43.0,14.480773,124.87533
20210619T1900,31.360529,45.0,11.983188,122.73523
20210619T2000,30.250528,50.0,9.504272,127.30394
20210619T2100,28.420528,60.0,10.195057,137.8624
20210619T2200,25.910528,70.0,6.6087217,150.64224
20210619T2300,24.280529,72.0,8.12197,167.19574
20210620T0000,23.81053,71.0,7.729527,207.75854
20210620T0100,23.280529,77.0,10.365251,159.67686
20210620T0200,23.580528,68.0,9.659814,153.43495
20210620T0300,21.48053,70.0,6.9247384,152.10272
20210620T0400,21.07053,73.0,2.968636,104.03624
20210620T0500,20.20053,80.0,4.510787,61.38954
20210620T0600,20.73053,80.0,4.2136917,340.0169
20210620T0700,22.510529,76.0,8.473393,282.26477
20210620T0800,24.090528,62.0,7.24486,243.43495
20210620T0900,24.910528,57.0,7.729527,117.75854
20210620T1000,24.930529,53.0,15.542662,166.6075
20210620T1100,23.600529,63.0,20.746122,128.6598
20210620T1200,27.15053,53.0,19.386593,121.32869
20210620T1300,29.80053,41.0,20.418695,99.13017
20210620T1400,30.57053,40.0,21.626984,92.862404
20210620T1500,29.490528,45.0,14.759999,77.31962
20210620T1600,25.98053,56.0,21.980644,328.39252
20210620T1700,19.750528,90.0,43.63283,326.44104
20210620T1800,20.360529,84.0,7.5170207,253.30075
20210620T1900,20.670528,84.0,4.510787,298.61047
20210620T2000,20.31053,86.0,3.396233,32.005356
20210620T2100,19.98053,87.0,5.4119864,86.18592
20210620T2200,19.850529,88.0,5.4833565,113.19859
20210620T2300,19.71053,88.0,5.8603754,132.51044
20210621T0000,19.590528,89.0,4.5820518,135.0
20210621T0100,19.080528,91.0,4.0249224,116.56505
20210621T0200,18.96053,84.0,18.175545,277.9696
20210621T0300,16.670528,84.0,8.12197,257.19574
20210621T0400,16.40053,84.0,3.8773184,158.1986
20210621T0500,16.740528,84.0,7.2,126.869896
20210621T0600,17.530529,84.0,6.489992,109.44003
20210621T0700,18.87053,80.0,4.829907,116.56505
20210621T0800,20.40053,75.0,1.4399999,89.99999
20210621T0900,21.72053,71.0,1.1384199,71.56504
20210621T1000,22.850529,67.0,1.835647,78.69006
20210621T1100,24.04053,62.0,1.08,89.99999
20210621T1200,25.170528,57.0,1.4399999,89.99999
20210621T1300,27.190529,40.0,1.484318,345.96375
20210621T1400,27.770529,38.0,1.0182338,44.999985
20210621T1500,27.98053,37.0,3.4152596,108.434944
20210621T1600,26.88053,41.0,4.510787,208.61046
20210621T1700,26.660528,43.0,5.6233797,219.80557
20210621T1800,25.81053,45.0,4.5536795,198.43495
20210621T1900,25.47053,46.0,4.73506,188.74615
20210621T2000,24.79053,48.0,4.0249224,169.69516
20210621T2100,24.490528,48.0,4.8433046,131.98721
20210621T2200,23.100529,58.0,7.386582,136.97493
20210621T2300,20.170528,68.0,8.825508,168.2317
20210622T0000,19.20053,70.0,7.342588,168.69006
20210622T0100,18.07053,75.0,6.8399997,180.0
20210622T0200,17.490528,75.0,6.638072,167.47119
20210622T0300,17.46053,75.0,6.638072,139.3987
20210622T0400,17.160528,76.0,5.3999996,143.1301
20210622T0500,16.71053,79.0,2.5455842,135.0
20210622T0600,17.080528,78.0,1.484318,345.96375
20210622T0700,18.64053,73.0,2.0991426,329.03625
20210622T0800,20.71053,68.0,2.16,270.0
20210622T0900,20.81053,66.0,22.461807,276.4416
20210622T1000,20.740528,61.0,23.087763,280.7843
20210622T1100,21.54053,54.0,18.057508,274.5739
20210622T1200,22.610529,50.0,16.75064,278.65253
20210622T1300,21.000528,64.0,17.193533,289.57312
20210622T1400,20.830528,64.0,16.854767,289.98312
20210622T1500,21.07053,64.0,14.241629,286.14435
20210622T1600,21.46053,62.0,9.693296,291.8014
20210622T1700,21.90053,59.0,6.989936,304.50854
20210622T1800,21.920528,58.0,5.0142193,291.0375
20210622T1900,21.680529,58.0,5.991594,327.26477
20210622T2000,21.100529,60.0,6.9247384,332.10272
20210622T2100,20.05053,66.0,8.905908,345.96375
20210622T2200,18.940529,74.0,7.5170207,343.30075
20210622T2300,18.030529,80.0,6.989936,325.4915
20210623T0000,17.330528,85.0,6.193674,324.46234
20210623T0100,16.930529,88.0,3.319036,319.3987
20210623T0200,16.580528,90.0,2.6208394,344.0546
20210623T0300,16.180529,92.0,4.6938252,274.3987
20210623T0400,15.680529,94.0,6.489992,266.8202
20210623T0500,15.5505295,94.0,6.12,270.0
20210623T0600,15.790529,93.0,5.506941,281.30994
20210623T0700,16.95053,87.0,4.8965297,306.02737
20210623T0800,17.610529,86.0,6.696387,323.74615
20210623T0900,18.180529,83.0,9.826088,331.55707
20210623T1000,18.510529,78.0,9.793058,342.89728
20210623T1100,19.88053,70.0,9.6932955,344.93152
20210623T1200,20.240528,67.0,9.028754,355.4261
20210623T1300,24.45053,52.0,8.12197,12.804245
20210623T1400,23.690529,53.0,6.6185193,22.380127
20210623T1500,23.40053,54.0,4.3349743,4.7636414
20210623T1600,22.87053,56.0,7.342588,348.69006
20210623T1700,22.010529,59.0,9.227524,339.44397
20210623T1800,20.850529,70.0,12.24,331.92752
20210623T1900,18.860529,82.0,13.276144,319.3987
20210623T2000,17.82053,90.0,11.246759,320.19443
20210623T2100,17.190529,94.0,11.183201,326.82147
20210623T2200,16.56053,95.0,10.829959,344.57782
20210623T2300,16.14053,96.0,8.759178,350.5377
20210624T0000,16.080528,95.0,7.9932966,324.16235
20210624T0100,15.970529,96.0,8.942214,319.8991
20210624T0200,15.870529,96.0,9.220499,321.3402
20210624T0300,15.710529,96.0,8.913181,313.36343
20210624T0400,15.490529,96.0,8.404285,316.73572
20210624T0500,15.390529,96.0,7.8954163,316.8476
20210624T0600,15.450529,95.0,7.653705,318.8141
20210624T0700,15.700529,94.0,7.7043357,307.40536
20210624T0800,16.39053,90.0,7.9932966,305.83765
20210624T0900,17.54053,85.0,10.739832,309.5597
20210624T1000,17.280529,83.0,7.653705,311.1859
20210624T1100,17.79053,77.0,3.9763298,354.8056
20210624T1200,19.30053,71.0,7.42159,284.03625
20210624T1300,21.54053,62.0,11.435313,298.1786
20210624T1400,20.04053,65.0,13.556282,280.71313
20210624T1500,19.240528,68.0,12.959999,270.0
20210624T1600,19.22053,66.0,13.084402,262.09283
20210624T1700,19.37053,58.0,22.206486,250.09625
20210624T1800,19.23053,59.0,18.86139,246.37064
20210624T1900,19.010529,64.0,15.39184,259.2157
20210624T2000,17.840528,70.0,15.546833,264.68546
20210624T2100,17.05053,74.0,10.464797,243.43495
20210624T2200,16.56053,76.0,9.360001,247.38014
20210624T2300,16.190529,78.0,10.495713,247.83365
20210625T0000,15.770529,78.0,11.165805,249.22775
20210625T0100,14.900529,81.0,11.119281,240.9454
20210625T0200,14.470529,81.0,11.4862,237.80426
20210625T0300,14.360529,81.0,10.315115,240.75117
20210625T0400,14.310529,83.0,10.30883,245.22485
20210625T0500,14.750529,85.0,10.137692,253.49564
20210625T0600,15.410529,84.0,9.726665,267.8789
20210625T0700,16.590528,77.0,12.979984,273.17984
20210625T0800,17.530529,69.0,14.417988,272.8624
20210625T0900,17.520529,68.0,13.004921,265.23636
20210625T1000,19.090528,64.0,11.013882,258.69006
20210625T1100,18.530529,65.0,10.390226,255.96376
20210625T1200,19.250528,61.0,9.0,270.0
20210625T1300,18.63053,66.0,11.631956,291.8014
20210625T1400,20.000528,62.0,9.360001,292.61987
20210625T1500,20.660528,59.0,5.95906,295.0169
20210625T1600,20.90053,56.0,5.04,270.0
20210625T1700,20.62053,57.0,6.130579,273.36646
20210625T1800,20.37053,56.0,4.802999,282.99463
20210625T1900,20.07053,57.0,2.5455842,278.1301
20210625T2000,19.48053,59.0,0.35999998,270.0
20210625T2100,19.04053,59.0,2.6208394,105.9454
20210625T2200,18.40053,63.0,4.829907,116.56505
20210625T2300,16.95053,72.0,6.638072,130.60129
20210626T0000,14.980529,82.0,6.489992,146.30994
20210626T0100,14.0505295,84.0,5.6233797,140.19443
20210626T0200,13.350529,86.0,4.8433046,131.98721
20210626T0300,12.520529,90.0,5.495161,121.6075
20210626T0400,11.990529,93.0,7.729527,117.75854
20210626T0500,11.790529,92.0,8.707237,119.74488
20210626T0600,13.0505295,85.0,9.178235,115.55997
20210626T0700,15.510529,79.0,14.007655,115.90651
20210626T0800,17.350529,75.0,15.844089,111.31791
20210626T0900,19.240528,69.0,14.578888,110.22486
20210626T1000,20.90053,60.0,13.450708,105.5241
20210626T1100,22.20053,54.0,9.779817,96.34019
20210626T1200,23.330528,49.0,8.287822,87.510445
20210626T1300,24.45053,43.0,7.6367526,81.869896
20210626T1400,25.21053,39.0,6.151683,69.443954
20210626T1500,25.680529,36.0,5.3999996,53.130096
20210626T1600,25.87053,36.0,6.151683,69.443954
20210626T1700,25.990528,35.0,6.830519,71.56504
20210626T1800,25.81053,36.0,8.12197,77.19573
20210626T1900,25.31053,37.0,8.4042845,80.134186
20210626T2000,24.22053,45.0,7.42159,75.96376
20210626T2100,22.79053,56.0,7.2359104,84.289406
20210626T2200,21.20053,67.0,6.0347,107.35402
20210626T2300,19.920528,72.0,4.6102495,141.34018
20210627T0000,19.250528,68.0,3.2599385,173.6598
20210627T0100,18.610529,65.0,3.5455887,156.0375
20210627T0200,18.000528,67.0,5.0911684,135.0
20210627T0300,17.680529,69.0,7.5942082,121.429565
20210627T0400,16.30053,73.0,10.495713,120.96376
20210627T0500,14.980529,83.0,11.609651,119.74488
20210627T0600,17.04053,77.0,15.646544,113.02549
20210627T0700,19.06053,72.0,17.782688,111.37062
20210627T0800,21.110529,65.0,18.792551,110.17065
20210627T0900,23.490528,55.0,18.455048,110.556046
20210627T1000,25.23053,53.0,17.076298,108.434944
20210627T1100,26.88053,51.0,16.676977,103.73626
20210627T1200,28.31053,46.0,14.332341,101.59217
20210627T1300,27.82053,43.0,9.6932955,74.9315
20210627T1400,28.29053,40.0,9.605998,77.00538
20210627T1500,28.89053,40.0,10.086427,87.95459
20210627T1600,29.250528,40.0,11.183201,93.69138
20210627T1700,29.240528,39.0,11.966953,96.911224
20210627T1800,29.000528,40.0,11.542478,93.576324
20210627T1900,27.910528,45.0,6.8399997,89.99999
20210627T2000,27.250528,51.0,1.8,360.0
20210627T2100,26.57053,55.0,6.489992,33.690063
20210627T2200,25.23053,62.0,4.32,89.99999
20210627T2300,24.330528,66.0,5.7599998,180.0
20210628T0000,22.940529,63.0,4.802999,192.99461
20210628T0100,21.920528,61.0,4.1046314,164.74487
20210628T0200,21.610529,59.0,4.1046314,142.12502
20210628T0300,21.090528,59.0,4.6938257,122.47119
20210628T0400,20.260529,59.0,6.792466,122.00538
20210628T0500,19.610529,59.0,9.085988,123.69006
20210628T0600,19.55053,64.0,11.983188,122.73523
20210628T0700,21.830528,70.0,14.84318,112.83366
20210628T0800,24.23053,69.0,14.118243,109.35899
20210628T0900,26.32053,59.0,11.525623,104.47029
20210628T1000,27.63053,54.0,10.538843,97.85332
20210628T1100,28.850529,50.0,8.4042845,99.86581
20210628T1200,29.860529,45.0,4.68,89.99999
20210628T1300,28.430529,46.0,3.671294,348.69006
20210628T1400,29.010529,45.0,4.5536795,341.56506
20210628T1500,29.580528,45.0,7.491114,324.7824
20210628T1600,28.660528,46.0,18.837324,315.0
20210628T1700,27.65053,49.0,14.003028,316.04163
20210628T1800,25.520529,61.0,19.966211,295.64102
20210628T1900,22.88053,67.0,21.924562,299.5115
20210628T2000,21.12053,76.0,17.429354,308.29016
20210628T2100,20.020529,81.0,14.003028,313.95837
20210628T2200,18.740528,90.0,13.513193,318.2397
20210628T2300,18.29053,93.0,12.074766,349.69516
20210629T0000,17.840528,92.0,8.854829,333.43497
20210629T0100,17.490528,94.0,6.830519,18.434952
20210629T0200,17.430529,93.0,2.7416782,246.8014
20210629T0300,16.82053,95.0,5.4119864,273.8141
20210629T0400,16.530529,94.0,1.609969,243.43495
20210629T0500,16.62053,93.0,3.8773184,201.8014
20210629T0600,17.270529,87.0,5.3517847,160.34618
20210629T0700,18.55053,78.0,10.365251,110.323135
20210629T0800,19.70053,72.0,12.074766,100.30484
20210629T0900,20.96053,68.0,9.746631,94.23639
20210629T1000,22.350529,64.0,6.193674,54.46232
20210629T1100,21.37053,70.0,13.746156,315.0
20210629T1200,21.000528,68.0,14.84318,292.83368
20210629T1300,19.20053,79.0,19.770523,280.4915
20210629T1400,18.70053,79.0,25.210283,271.6366
20210629T1500,18.82053,70.0,21.707731,264.28943
20210629T1600,18.690529,71.0,21.485697,278.67316
20210629T1700,19.170528,67.0,19.06301,280.88553
20210629T1800,18.72053,67.0,18.94024,278.74615
20210629T1900,18.340528,66.0,16.394829,278.84183
20210629T2000,17.680529,69.0,12.661564,284.82648
20210629T2100,16.98053,70.0,13.627795,282.20047
20210629T2200,15.710529,76.0,16.394829,289.23068
20210629T2300,14.780529,83.0,10.30883,294.77515
20210630T0000,14.330529,81.0,16.071491,285.59283
20210630T0100,12.960529,87.0,14.05845,272.93567
20210630T0200,12.380529,85.0,10.661107,258.31064
20210630T0300,11.890529,83.0,9.422101,226.54816
20210630T0400,11.250529,80.0,11.525623,231.3402
20210630T0500,11.480529,77.0,9.339208,207.55281
20210630T0600,13.040529,71.0,9.504273,204.62357
20210630T0700,14.140529,68.0,11.090103,234.24612
20210630T0800,16.180529,67.0,17.654686,253.41266
20210630T0900,15.460529,75.0,26.200977,257.3004
20210630T1000,16.490528,71.0,26.183659,251.56506
20210630T1100,17.14053,68.0,24.72495,253.94002
20210630T1200,17.910528,64.0,23.623243,262.11688
20210630T1300,18.45053,61.0,18.584509,261.08508
20210630T1400,18.70053,59.0,17.462784,261.70285
20210630T1500,18.680529,60.0,18.0,270.0
20210630T1600,18.440529,62.0,18.416384,274.48462
20210630T1700,18.410528,65.0,17.015474,276.07245
20210630T1800,18.190529,66.0,17.673029,266.49646
20210630T1900,16.860529,77.0,21.26744,267.08917
20210630T2000,16.20053,85.0,17.873556,279.27258
20210630T2100,15.500529,86.0,14.440443,274.28915
20210630T2200,15.110529,89.0,9.36,270.0
20210630T2300,13.770529,80.0,16.454008,259.9194
20210701T0000,13.470529,80.0,12.9249525,257.125
20210701T0100,13.950529,85.0,9.255571,256.50427
20210701T0200,13.940529,84.0,5.904439,232.43141
20210701T0300,13.790529,84.0,7.42159,202.83365
20210701T0400,13.870529,82.0,8.209263,217.87498
20210701T0500,14.150529,83.0,8.913181,226.63658
20210701T0600,14.830529,84.0,14.689589,252.89728
20210701T0700,15.490529,83.0,18.36353,268.8767
20210701T0800,16.190529,76.0,16.56,270.0
20210701T0900,17.65053,70.0,16.263872,264.9204
20210701T1000,17.940529,67.0,17.283749,271.19348
20210701T1100,18.530529,65.0,18.844202,276.58194
20210701T1200,19.090528,63.0,20.907913,272.96094
20210701T1300,19.170528,61.0,17.64,270.0
20210701T1400,18.920528,61.0,16.981165,274.8645
20210701T1500,19.940529,58.0,18.079027,282.65256
20210701T1600,19.96053,59.0,17.309973,286.92752
20210701T1700,20.23053,57.0,14.84318,284.03625
20210701T1800,20.250528,55.0,13.358861,284.03625
20210701T1900,20.090528,57.0,12.303366,290.55603
20210701T2000,19.32053,62.0,8.39657,300.96378
20210701T2100,18.270529,66.0,5.315336,298.30078
20210701T2200,17.440529,70.0,1.835647,258.69006
20210701T2300,17.13053,73.0,2.5455842,171.8699
20210702T0000,16.97053,74.0,2.9024127,150.25511
20210702T0100,16.600529,76.0,3.396233,147.99461
20210702T0200,15.920529,76.0,3.6179552,185.71059
20210702T0300,13.530529,77.0,6.9247384,207.89728
20210702T0400,13.220529,80.0,6.924738,188.97263
20210702T0500,12.930529,77.0,6.162207,186.70984
20210702T0600,13.880529,74.0,4.452954,165.96376
20210702T0700,15.760529,71.0,0.71999997,180.0
20210702T0800,17.780529,69.0,1.2979984,236.30994
